name,Control,CIP,FDR,AveExpr,P value,CTRL1,CTRL2,CIP1,CIP2,CTRL1 CPM,CTRL2 CPM,CIP1 CPM,CIP2 CPM
sulA,0,3.63416611540435,0.00000882581825425148,8.31592612801977,2.030546772404e-9,439,959,7243,7248,97.512,96.118,979.276,1121.573
cheZ,0,3.13637526678693,0.00000882581825425148,6.99928049012978,5.81563091777991e-9,217,443,2568,2321,48.201,44.401,347.202,359.157
cheB,0,2.87499471426173,0.00000882581825425148,6.42507040055902,1.81790845498075e-8,157,330,1656,1357,34.873,33.075,223.896,209.985
cheR,0,2.95005921860345,0.00000882581825425148,6.00824376809658,2.00131933202981e-8,112,245,1253,1064,24.878,24.556,169.410,164.646
tap,0,2.71721975609841,0.00000882581825425148,7.28415040381601,1.93334251488726e-8,319,602,2767,2378,70.857,60.337,374.107,367.978
cheA,0,2.87040124847438,0.00000882581825425148,7.95397146924898,1.17410756349951e-8,483,904,4701,3947,107.285,90.605,635.590,610.768
motB,0,2.58858446732344,0.00000882581825425148,7.15687185886461,1.75261026107332e-8,282,617,2434,2096,62.638,61.840,329.084,324.340
recN,0,3.50102681447833,0.00000882581825425148,7.7220922686998,1.32837561595976e-8,263,754,4979,4310,58.418,75.571,673.176,666.940
ygdI,0,-2.6903942850949,0.00000882581825425148,8.52775533198353,1.99432988392601e-8,4838,9358,948,927,1074.628,937.923,128.173,143.446
tsr,0,2.58918830085432,0.00000882581825425148,7.91026458682402,1.93651645549697e-8,475,1042,3870,3747,105.508,104.436,523.236,579.820
flgK,0,2.67873365186161,0.00000942900549719343,7.95324801761007,3.31044582110378e-8,521,957,4082,3973,115.726,95.917,551.899,614.792
yebG,0,2.39498813842877,0.00000942900549719343,7.31556997813595,2.88340215879869e-8,335,740,2555,2177,74.411,74.168,345.444,336.874
cheY,0,3.02095570790188,0.00000942900549719343,5.92862838934715,3.60028491803768e-8,99,234,1137,1113,21.990,23.453,153.726,172.228
fliC,0,2.75299150053296,0.00000942900549719343,12.4883992797856,3.44587831691828e-8,9904,25574,101104,91400,2199.899,2563.203,13669.576,14143.459
recA,0,2.86024040263869,0.00000942900549719343,10.497771700417,3.1056277820073e-8,2370,6278,25849,24392,526.430,629.225,3494.865,3774.478
hdeA,0,-2.21315137485386,0.00000942900549719343,9.56373515327586,3.84857367232385e-8,7769,17647,2399,2140,1725.668,1768.704,324.352,331.149
tisB,0,2.9403160627353,0.00000942900549719343,5.81788751644532,3.36340728966316e-8,106,203,1094,916,23.545,20.346,147.912,141.744
uvrA,0,2.22953690499207,0.00000942900549719343,9.51308393046116,3.76101576338558e-8,1707,3440,10842,9607,379.163,344.781,1465.872,1486.611
polB,0,2.3983992393685,0.0000128300266885202,7.70444269196942,5.61630464621101e-8,485,885,3265,2894,107.729,88.701,441.438,447.825
cheW,0,2.49288947949555,0.0000128300266885202,6.54095324908214,5.81860620794566e-8,204,392,1565,1284,45.313,39.289,211.593,198.689
motA,0,2.28145603398277,0.0000177871546782155,7.22382253858531,8.8016857247945e-8,361,663,2271,1967,80.186,66.450,307.046,304.378
fdoH,0,2.3775978528404,0.0000177871546782155,7.88627586782355,9.27674733784484e-8,456,1204,3751.99,3259.99,101.288,120.673,507.281,504.459
lexA,0,2.19292210997593,0.0000177871546782155,9.14734696045479,8.93400498762619e-8,1234,2937,7909,7739,274.099,294.366,1069.321,1197.552
tar,0,2.23643225187506,0.0000198609040781707,7.33044451554084,1.11862072402624e-7,370,767,2589,1956,82.185,76.874,350.041,302.676
dinD,0,2.61896795488856,0.0000198609040781707,6.65852639639323,1.12590159173303e-7,204,420,1558,1668,45.313,42.095,210.646,258.110
flgL,0,2.29655274638099,0.0000202609173282638,7.42008720441243,1.19452120302689e-7,344,883,2534,2394,76.410,88.500,342.605,370.453
dinB,0,2.56213517001498,0.0000227487467631274,5.50430952597177,1.46235263883422e-7,100,182,745,666,22.212,18.241,100.726,103.058
fliD,0,2.27290824997231,0.0000227487467631274,6.68921569803131,1.49594933362969e-7,221,510,1681,1280,49.089,51.116,227.276,198.070
glcD,0,2.98245305936578,0.0000227487467631274,4.61983114692833,1.44256323362061e-7,44,89,468,420,9.773,8.920,63.275,64.992
fdoI,0,2.03525111162288,0.0000288529758170789,6.82656834121334,1.96278747054959e-7,289,564,1637,1331,64.193,56.528,221.328,205.962
ybgS,0,-1.83479623736754,0.000029011737689333,7.59215936020906,2.0393738511776e-7,1839,3725,704,616,408.483,373.345,95.183,95.321
flgF,0,2.11111792084499,0.0000299794392125073,6.52178056700855,2.20836597944007e-7,206,484,1257,1216,45.757,48.510,169.950,188.167
ycgZ,0,-3.39016352154248,0.0000299794392125073,5.6761944297787,2.31133998463775e-7,703,1987,99,105,156.152,199.151,13.385,16.248
pdeH,0,2.79108834786614,0.0000299794392125073,5.57387805089908,2.29439614360683e-7,101,171,919,690,22.434,17.139,124.252,106.772
flgE,0,1.87458711572702,0.0000452959349660918,7.9456605420121,3.59491547349935e-7,585,1452,3136,2973,129.942,145.529,423.997,460.049
flgI,0,2.24409490797472,0.0000462266075481673,5.33372241336028,3.77360061617692e-7,84,206,605,537,18.658,20.647,81.798,83.097
flgG,0,1.84262441943228,0.0000474683097237789,6.99746571886863,3.9826019496141e-7,319,731,1588,1541,70.857,73.266,214.703,238.458
nadA,0,-1.81492917572301,0.0000486629412047421,7.22919022090095,4.19317860721134e-7,1301,3136,544,489,288.981,314.312,73.550,75.669
fdoG,0,1.66997108698452,0.0000519379975720827,10.4774152632855,4.59315624787126e-7,3750.98,8792.94,17748,15148,833.176,881.289,2399.585,2344.039
fliA,0,1.83103543307927,0.000056740859031636,6.51040704391966,5.14656317747265e-7,230,520,1133,1090,51.088,52.118,153.185,168.669
hdeB,0,-2.00518945045306,0.0000582105472408479,8.57980943702884,5.41186493622396e-7,4024,7517,1193,1274,893.820,753.406,161.297,197.142
dinF,0,2.09118250594343,0.0000600129520748332,5.59056055273211,5.71551924522221e-7,119,237,722,564,26.433,23.754,97.617,87.275
flgH,0,2.1274863790521,0.0000618723115056319,5.15987850567643,6.03290112186433e-7,86,175,499,462,19.103,17.540,67.466,71.491
rcsA,0,-2.49518184410728,0.0000660244149375662,5.22977151036423,6.58746997109504e-7,481,858,103,99,106.841,85.995,13.926,15.320
umuC,0,2.60835738864009,0.0000680447180585169,5.14147161038369,6.94333857739968e-7,68,153,676,468,15.104,15.335,91.397,72.419
proV,0,-1.51904633160172,0.000081219956241333,8.83727061174694,8.47192287324562e-7,3707,8347,1786,1699,823.407,836.594,241.473,262.907
umuD,0,2.71358743312147,0.0000891988080416416,4.22153931760286,9.50644892960806e-7,33,80,356,270,7.330,8.018,48.132,41.780
dinG,0,1.4919358400277,0.000103042369030502,7.04183049400914,0.00000112546459713141,377,841,1497,1360,83.740,84.291,202.399,210.450
sodB,0,-1.58439153311226,0.000103042369030502,8.58559629910771,0.00000114491521145002,3022,7568,1563,1307,671.253,758.517,211.322,202.248
uvrD,0,1.5374868757545,0.000104271259758068,8.39751296206317,0.00000118221382945655,1036,1954,4081,3357,230.119,195.843,551.764,519.470
ymgA,0,-3.68415203431163,0.000133689344664448,4.7940103317775,0.00000154606725122151,581,885,44,55,129.053,88.701,5.949,8.511
uvrB,0,1.4636230125566,0.000136867685215346,8.83008111851799,0.00000161385932680227,1263,3064,5055,4705,280.540,307.095,683.452,728.063
uhpT,0,2.07316874491589,0.000142862689603049,5.25568102502832,0.00000171694388865343,102,178,501,498,22.656,17.840,67.737,77.062
cusA,0,1.47662732733988,0.000145173032932794,10.6661603585861,0.00000189203111381868,4968,9846,17615,17368,1103.503,986.834,2381.603,2687.567
ybfA,0,-1.38499118130439,0.000145173032932794,7.37396123064506,0.00000210681952555529,1343,2758,680,644,298.310,276.426,91.938,99.654
flgJ,0,1.89490066191958,0.000145173032932794,5.28836887614439,0.00000201841115859714,92,225,493,486,20.435,22.551,66.655,75.205
hns,0,-1.42271967016554,0.000145173032932794,10.3923251329324,0.00000196569923166349,10183,24572,5547,5046,2261.871,2462.776,749.972,780.830
fliZ,0,1.64469019825924,0.000145173032932794,5.51783869283404,0.00000210568851407246,126,273,547,499,27.987,27.362,73.956,77.216
fliS,0,2.33776752057865,0.000145173032932794,4.30612073666921,0.00000202289088468142,41,95,332,249,9.107,9.522,44.887,38.531
yfdI,0,-1.67630089287957,0.000145173032932794,7.59450645749769,0.00000204648157057332,1639,3748,665,732,364.058,375.650,89.910,113.271
ilvL,0,-1.92464219515676,0.000145173032932794,5.82797025985268,0.00000185980507505258,593,1071,188,186,131.719,107.343,25.418,28.782
ilvD,0,1.32487872964536,0.000145173032932794,8.81944552912003,0.00000197946634376438,1451,2897,4927,4315,322.299,290.357,666.146,667.714
fdhE,0,1.38811664250891,0.000145173032932794,7.03080867389539,0.00000186690054644656,386,869,1472,1268,85.739,87.097,199.019,196.213
pyrB,0,-2.14642929998846,0.000145173032932794,8.17929755412972,0.00000206555696935148,2940,6548,1153,682,653.039,656.286,155.889,105.534
pyrI,0,-1.86568031699906,0.000155930827918019,7.10120094029035,0.0000022983001847327,1348,2641,573,373,299.421,264.699,77.471,57.719
glcB,0,1.29312828054503,0.000160858306966112,7.71944813012134,0.00000240740323350644,646,1444,2239,2025,143.491,144.728,302.720,313.353
rdcB,0,1.6801326833519,0.000164564212817775,5.60894556017141,0.00000250018191809318,143,270,579,541,31.763,27.061,78.283,83.716
ycgR,0,1.91299423010434,0.000172377320564521,4.99899651948699,0.00000265797228988378,90,158,413,378,19.991,15.836,55.839,58.493
bfr,0,-1.53917292024067,0.000172695269834446,8.88980433594773,0.00000270203483414439,4407,7637,1950,1655,978.893,765.433,263.646,256.099
iraP,0,-2.72473347801236,0.000186908111784036,4.38655647660501,0.00000296679542514343,304,499,53,50,67.525,50.013,7.166,7.737
glcE,0,2.53317959445444,0.000196556493885357,3.86995960874727,0.00000316451498092071,25,71,235,228,5.553,7.116,31.773,35.281
tdk,0,-2.03196063799136,0.000197339905841936,4.73338407721119,0.0000032218760137459,277,544,99,71,61.528,54.523,13.385,10.987
sra,0,-1.24834133645363,0.000209604096514685,9.44819696724167,0.00000346963697178503,5419,11030,3026,2825,1203.681,1105.503,409.125,437.147
fliI,0,1.94358644630889,0.000217612049456286,5.09396909045508,0.00000365154005890366,72,208,468,412,15.993,20.847,63.275,63.754
yahO,0,-1.61843069510256,0.000249088807743406,8.14714072059803,0.00000427238527269627,2787,4558,1099,992,619.055,456.834,148.588,153.505
yebO,0,-1.41103132181721,0.000249088807743406,8.04788193471188,0.00000443667150467375,2281,4206,1051,1043,506.661,421.554,142.098,161.396
fliT,0,2.20831103043799,0.000249088807743406,4.2294154748706,0.00000444985660537806,36,103,297,236,7.996,10.323,40.155,36.519
yedE,0,-2.25996454288942,0.000249088807743406,4.37842503653367,0.00000429892875508274,205,516,73,51,45.535,51.717,9.870,7.892
thiF,0,1.28827451266645,0.000249088807743406,8.58122484455442,0.00000446213510470047,1292,2401,4137,3597,286.982,240.645,559.335,556.609
ilvA,0,1.16027149980855,0.000259288951705049,7.8778283127696,0.0000047036544526993,778,1641,2402,2140,172.811,164.472,324.758,331.149
sufD,0,1.16887245851541,0.000259420661552454,7.59889774219503,0.00000476486929382059,635,1357,2025,1735,141.048,136.008,273.786,268.478
rarA,0,1.22200970539117,0.0002715500961767,7.54420921483509,0.0000051108067987905,631,1225,1975,1704,140.159,122.778,267.026,263.681
fliK,0,1.89855553368373,0.0002715500961767,4.82164380897812,0.00000505511906351765,62,171,366,349,13.772,17.139,49.484,54.005
zapC,0,-2.55190867635341,0.000286991690612988,5.32395483357556,0.00000546650839262835,585,848,116,95,129.942,84.992,15.684,14.701
recX,0,3.45313303326342,0.000288546704483913,4.57167708782989,0.00000556155779617519,57,52,453,501,12.661,5.212,61.247,77.526
bdm,0,-2.56598897886616,0.000293194222320091,5.6640019940187,0.00000578410370563445,749,1062,131,135,166.370,106.441,17.712,20.890
gabD,0,1.19278214795913,0.000293194222320091,7.73928024782555,0.00000574150613357293,729,1417,2238,1933,161.927,142.022,302.585,299.117
flgN,0,1.45706938290426,0.000314295323781006,6.02873744607706,0.00000648545906214775,208,388,702,685,46.201,38.888,94.913,105.999
ymgC,0,-3.80743867023853,0.000314295323781006,6.06947606883965,0.00000644142887670938,1551,2074,83,162,344.512,207.871,11.222,25.068
cho,0,1.43397149506609,0.000314295323781006,5.93593411436262,0.00000637820154974388,181,394,743,566,40.204,39.489,100.456,87.584
torI,0,-1.97888288841157,0.000314295323781006,5.59514805340591,0.00000646182310037269,546,881,156,155,121.279,88.300,21.092,23.985
pnuC,0,-1.19965737227907,0.000322063451592405,7.04549423783838,0.00000685979129567784,979,2113,628,502,217.458,211.779,84.908,77.681
upp,0,-1.60284894410012,0.000322063451592405,6.70420599191515,0.00000677052129642019,841,2027,471,315,186.805,203.160,63.681,48.744
gpp,0,1.14208408677168,0.000322063451592405,8.89998596397833,0.00000686484454641408,1649,3235,4844,4324,366.280,324.234,654.924,669.106
rpsT,0,-1.1185766443542,0.000325114959499416,10.4653224026149,0.00000700361023864954,10212,21928,6508,5884,2268.313,2197.776,879.902,910.505
flgM,0,1.45286016326417,0.000325199316400053,6.08324214351306,0.00000714209423044945,181,469,751,708,40.204,47.006,101.538,109.558
nadB,0,-1.13185008550138,0.000325199316400053,8.05784186309883,0.00000715291013396942,1976,4060,1199,1124,438.914,406.921,162.109,173.931
flgD,0,1.72847131595002,0.000327877087136544,6.53580634705617,0.0000072861574919232,205,633,1181,1034,45.535,63.444,159.675,160.004
yciY,0,-1.76276049758949,0.000341965797902502,5.38469203291505,0.00000767678321821942,425,730,162,129,94.402,73.166,21.903,19.962
ivy,0,-1.26671702821731,0.000363444991204624,7.69218579576158,0.00000832379685071815,1705,3113,888,832,378.718,312.006,120.060,128.746
codB,0,-1.4381201975364,0.000363444991204624,6.87784678101064,0.00000829595835094007,924,2096,555,381,205.241,210.076,75.038,58.957
ridA,0,-1.10828405323888,0.000364459900171899,7.58656103173076,0.00000842968476588066,1380,2978,933,763,306.529,298.476,126.145,118.068
leuC,0,1.25155687095293,0.0003650000138528,10.4275603664998,0.00000852494363420371,4754,8628,14888,12646,1055.969,864.758,2012.904,1956.873
feoA,0,-1.47450859836953,0.00038625785982076,6.65611757195457,0.00000917489096936918,783,1850,370,413,173.922,185.420,50.025,63.909
yjiT,0,-1.41477942831167,0.00038625785982076,5.54883444338606,0.0000091966157100181,358,837,207,165,79.520,83.890,27.987,25.533
slp,0,-1.86960476385001,0.000401991255665886,7.03952989057976,0.00000966237485274011,1283,2529,383,516,284.983,253.474,51.783,79.847
lgoT,0,1.65088216071977,0.000425346395758711,5.76396372099662,0.0000103201959968667,172,287,603,625,38.205,28.765,81.527,96.714
ydbK,0,1.06068472264685,0.000426869579351639,9.24802034348309,0.0000104539488820809,2075,4405,6276,5113,460.904,441.500,848.535,791.198
proX,0,-1.19850642467778,0.000432165240344514,7.70067040473051,0.0000106816351921887,1424,3595,946,829,316.302,360.316,127.902,128.281
flhB,0,1.92418323942104,0.000453777818919577,3.82991006537378,0.0000113187211068375,32,82,195,167,7.108,8.219,26.365,25.842
rapA,0,1.05677582517644,0.000511520026708733,8.08347830726169,0.0000128749938695395,919,1984,2831,2249,204.130,198.850,382.760,348.016
cusB,0,1.51037500882632,0.000543764540965063,10.5528892764274,0.0000139502889423014,3768,10885,16375,16276,836.957,1090.970,2213.951,2518.588
rmuC,0,1.3417032457786,0.000543764540965063,6.37878202964415,0.0000140564983378724,225,613,928,801,49.978,61.439,125.468,123.949
rnr,0,1.22642378092831,0.000543764540965063,9.40391550297725,0.0000138532953723884,2139,4732,6439,6934,475.120,474.274,870.573,1072.984
narG,0,-1.48739834162354,0.000558966318761811,5.69478133327796,0.0000145762191967366,438,884,187,212,97.290,88.601,25.283,32.805
cspE,0,-2.25926838868208,0.000580078323454846,12.7011248305185,0.000015258296036454,94830,114755,19165,20242,21063.855,11501.539,2591.168,3132.297
leuB,0,1.05460541620101,0.000584343522233838,9.81815354645019,0.0000158478336202089,3231,6257,9198,7665,717.677,627.120,1243.598,1186.101
lnt,0,1.07936713418051,0.000584343522233838,7.80294372780504,0.0000157822164478206,767,1588,2383,1837,170.368,159.160,322.189,284.262
gor,0,0.977400085818918,0.000584343522233838,8.00173326622905,0.0000159213964171969,895,1922,2508,2145,198.799,192.636,339.089,331.923
bisC,0,1.07032844493022,0.000584343522233838,7.55868315255046,0.000016033008206416,615,1415,1982,1570,136.605,141.821,267.973,242.946
rhlB,0,1.08641077222627,0.000584343522233838,9.80964265305972,0.0000159630087810655,3219,6071,8817,8079,715.012,608.478,1192.086,1250.164
ybjX,0,-1.09180403477967,0.000628146576756476,6.71235079925168,0.0000174960865795985,762,1585,473,453,169.257,158.860,63.951,70.098
ydeI,0,-1.63061491721971,0.000628146576756476,5.36574307932472,0.0000176484963794157,408,676,156,143,90.626,67.753,21.092,22.128
yeeD,0,-1.24479552392731,0.000628146576756476,5.54727761079044,0.0000176621713192297,352,759,218,175,78.187,76.072,29.474,27.080
asd,0,1.02555037662821,0.000633979002600225,11.2000503557734,0.0000180323132233942,7820,17953,22690,20644,1736.996,1799.374,3067.759,3194.503
gadX,0,-1.69925130377398,0.000633979002600225,8.97383581529371,0.0000181136857885778,5297,7960,1717,1894,1176.582,797.806,232.144,293.082
yfjW,0,-1.87550994636941,0.000636552687002636,5.85444541839553,0.0000183315626415725,620,1027,173,217,137.716,102.933,23.390,33.579
hslU,0,0.998251768350159,0.000655931077486975,8.30648677168531,0.000019038362339758,1153,2247,3069,2710,256.107,225.210,414.938,419.352
trpE,0,1.06883443961776,0.000665894349273958,7.84788780247012,0.0000194791093634732,814,1606,2165,2134,180.808,160.964,292.715,330.220
spy,0,-1.23457505223294,0.000665894349273958,5.40496137339387,0.0000197805350918114,316,687,186,170,70.191,68.856,25.148,26.306
glcF,0,1.35301436963689,0.000665894349273958,5.31176319625624,0.0000196517673391301,129,248,410,404,28.654,24.856,55.433,62.516
nlpA,0,-1.16193656028695,0.000670815235313516,7.00859249448045,0.0000200788233699284,868,2198,611,505,192.802,220.299,82.609,78.145
yeaQ,0,-1.76040136595139,0.000683336060727201,9.49613315541342,0.0000206085478632013,8197,11062,2734,2354,1820.736,1108.710,369.645,364.264
ytfK,0,-1.34370041133201,0.000691263583551338,7.34031419708019,0.000021004380996798,1424,2415,650,661,316.302,242.048,87.882,102.285
minC,0,-1.06277529314492,0.000698989929561016,7.11855877301709,0.0000216368290171411,1012,2060,703,545,224.788,206.467,95.048,84.335
yeiB,0,1.02924840137742,0.000698989929561016,6.74046262288124,0.0000214961842550861,381,761,1057,913,84.629,76.273,142.910,141.280
ilvE,0,0.98328651805198,0.000698989929561016,8.11801697702678,0.0000217146531405576,1018,1981,2689,2356,226.120,198.550,363.561,364.573
lolA,0,0.959068446682208,0.000716868296706571,7.89727956159402,0.0000224326133663281,814,1849,2246,2049,180.808,185.320,303.666,317.067
yoaA,0,1.1650456571267,0.000719016585919514,6.99621625335549,0.0000226628810527919,378,979,1381,1113,83.962,98.122,186.716,172.228
artJ,0,-1.26460822169713,0.000743329074087772,6.98035783970585,0.0000235977483837388,951,2083,639,430,211.238,208.773,86.395,66.539
csgD,0,-1.66057627094651,0.00074469706987767,5.58356663893428,0.0000239004939129837,491,776,175,169,109.062,77.776,23.661,26.151
yigZ,0,1.21675574413264,0.00074469706987767,5.97966637204948,0.0000239789079189635,201,437,613,629,44.647,43.799,82.880,97.333
stpA,0,-2.17592318048987,0.00076824225446918,4.36214394715913,0.000024911256777572,227,443,87,43,50.422,44.401,11.763,6.654
ychH,0,-1.115538997136,0.000770220903511573,5.78086968311488,0.0000253247235848476,397,850,258,224,88.183,85.193,34.882,34.662
gadA,0,-1.10254313249437,0.000770220903511573,7.97788538278066,0.000025313909596124,1763.86,3994.6,1302.8,943.56,391.793,400.366,176.143,146.009
sufS,0,1.00576007289307,0.000779340549910872,7.38553645250373,0.0000259780183303624,615,1173,1654,1404,136.605,117.566,223.626,217.258
ugd,0,-1.045048690314,0.000779340549910872,6.36230291496957,0.0000258414067218977,574,1252,384,355,127.498,125.484,51.918,54.934
gabT,0,1.01631747128996,0.000784104780110954,8.08740489930716,0.0000263146275411386,1008,1876,2709,2291,223.899,188.026,366.265,354.515
tatE,0,-1.22147954172578,0.000787621425014133,5.92076384312258,0.0000271315020069683,464,950,249,262,103.065,95.216,33.666,40.543
atpD,0,0.946476079511328,0.000787621425014133,11.5252232628583,0.0000271015151472232,10310,22563,28263,24641,2290.081,2261.420,3821.246,3813.009
katG,0,1.07809212462217,0.000787621425014133,9.14135920145937,0.0000268775126115878,2085,3735,5793,4837,463.125,374.348,783.232,748.489
metH,0,0.923426899963021,0.000787621425014133,10.1629588095475,0.0000271470423134123,4018,8901,10838,9566,892.487,892.120,1465.331,1480.266
uspF,0,-1.25074425918531,0.00084904135067837,5.52262696121618,0.0000298957922186013,375,697,199,183,83.296,69.858,26.905,28.318
fliG,0,1.35178948748604,0.00084904135067837,5.37147885053104,0.0000297047263759514,112,301,483,384,24.878,30.168,65.303,59.421
nusA,0,0.92183250581162,0.00084904135067837,10.2523906539221,0.0000300341158063097,4314,9394,11280,10394,958.235,941.532,1525.091,1608.393
yigA,0,0.964704726712498,0.00084904135067837,6.80037687432272,0.0000299441141582436,393,835,1098,917,87.294,83.689,148.453,141.899
flgC,0,1.43311962647335,0.000852979713726544,4.84411829019745,0.0000303668514864099,75,203,341,278,16.659,20.346,46.104,43.018
ilvX,0,-1.87969462714906,0.000865206731331906,5.33831910510557,0.0000309983364059957,468,680,141,127,103.953,68.154,19.064,19.652
caiF,0,-1.90581215935753,0.000871087010957347,3.699994114085,0.0000321298547874337,137,242,46,39,30.431,24.255,6.219,6.035
leuD,0,0.967673327658444,0.000871087010957347,9.36658328928133,0.0000321966400875391,2465,4659,6415,5531,547.531,466.957,867.328,855.880
emrE,0,-2.05920309552416,0.000871087010957347,3.59229981985343,0.000031919516045884,132,238,35,40,29.320,23.854,4.732,6.190
puuC,0,1.20393074733786,0.000871087010957347,6.57715014115567,0.0000317203204169856,344,601,933,922,76.410,60.236,126.145,142.673
